Start Time, Mon Nov 7 12:37:49 GMT+0100 2022
Energy calibration,  Offset: 0, Slope: 2, Quadratic: 0
Live Time (s), 127.537086
Real Time (s), 127.978867
Elapsed Computational, 0
Spectrum
Channel, Energy (keV), Counts
1003, 2006, 15
1004, 2008, 17
1005, 2010, 12
1006, 2012, 16
1007, 2014, 19
1008, 2016, 25
1009, 2018, 22
1010, 2020, 24
1011, 2022, 20
1012, 2024, 18
1013, 2026, 15
1014, 2028, 14
1015, 2030, 19
1016, 2032, 14
1017, 2034, 9
1018, 2036, 12
1019, 2038, 13
1020, 2040, 13
1021, 2042, 17
1022, 2044, 23
1023, 2046, 16
1024, 2048, 21
